//
//    Name:     cp932 to Unicode table
//    Unicode version: 2.0
//    Table version: 2.01
//    Table format:  Format A
//    Date:          04/15/98
//
//    Contact:       Shawn.Steele@microsoft.com
//
//    General notes: none
//
//    Format: Three tab-separated columns
//        Column //2 is the cp932 code (in hex)
//        Column //1 is the Unicode (in hex as 0xXXXX)
//        Column //3 is the Unicode name (follows a comment sign, '//')
//
//    The entries are in cp932 order
//
0x0000:0x00,	//NULL
0x5C46:0x9B9C,	//CJK UNIFIED IDEOGRAPH
0x5C4E:0x9B9D,	//CJK UNIFIED IDEOGRAPH
0x5C53:0x9B9E,	//CJK UNIFIED IDEOGRAPH
0x5C50:0x9B9F,	//CJK UNIFIED IDEOGRAPH
0x5C4F:0x9BA0,	//CJK UNIFIED IDEOGRAPH
0x5B71:0x9BA1,	//CJK UNIFIED IDEOGRAPH
0x5C6C:0x9BA2,	//CJK UNIFIED IDEOGRAPH
0x5C6E:0x9BA3,	//CJK UNIFIED IDEOGRAPH
0x4E62:0x9BA4,	//CJK UNIFIED IDEOGRAPH
0x5C76:0x9BA5,	//CJK UNIFIED IDEOGRAPH
0x5C79:0x9BA6,	//CJK UNIFIED IDEOGRAPH
0x5C8C:0x9BA7,	//CJK UNIFIED IDEOGRAPH
0x5C91:0x9BA8,	//CJK UNIFIED IDEOGRAPH
0x5C94:0x9BA9,	//CJK UNIFIED IDEOGRAPH
0x599B:0x9BAA,	//CJK UNIFIED IDEOGRAPH
0x5CAB:0x9BAB,	//CJK UNIFIED IDEOGRAPH
0x5CBB:0x9BAC,	//CJK UNIFIED IDEOGRAPH
0x5CB6:0x9BAD,	//CJK UNIFIED IDEOGRAPH
0x5CBC:0x9BAE,	//CJK UNIFIED IDEOGRAPH
0x5CB7:0x9BAF,	//CJK UNIFIED IDEOGRAPH
0x5CC5:0x9BB0,	//CJK UNIFIED IDEOGRAPH
0x5CBE:0x9BB1,	//CJK UNIFIED IDEOGRAPH
0x5CC7:0x9BB2,	//CJK UNIFIED IDEOGRAPH
0x5CD9:0x9BB3,	//CJK UNIFIED IDEOGRAPH
0x5CE9:0x9BB4,	//CJK UNIFIED IDEOGRAPH
0x5CFD:0x9BB5,	//CJK UNIFIED IDEOGRAPH
0x5CFA:0x9BB6,	//CJK UNIFIED IDEOGRAPH
0x5CED:0x9BB7,	//CJK UNIFIED IDEOGRAPH
0x5D8C:0x9BB8,	//CJK UNIFIED IDEOGRAPH
0x5CEA:0x9BB9,	//CJK UNIFIED IDEOGRAPH
0x5D0B:0x9BBA,	//CJK UNIFIED IDEOGRAPH
0x5D15:0x9BBB,	//CJK UNIFIED IDEOGRAPH
0x5D17:0x9BBC,	//CJK UNIFIED IDEOGRAPH
0x5D5C:0x9BBD,	//CJK UNIFIED IDEOGRAPH
0x5D1F:0x9BBE,	//CJK UNIFIED IDEOGRAPH
0x5D1B:0x9BBF,	//CJK UNIFIED IDEOGRAPH
0x5D11:0x9BC0,	//CJK UNIFIED IDEOGRAPH
0x5D14:0x9BC1,	//CJK UNIFIED IDEOGRAPH
0x5D22:0x9BC2,	//CJK UNIFIED IDEOGRAPH
0x5D1A:0x9BC3,	//CJK UNIFIED IDEOGRAPH
0x5D19:0x9BC4,	//CJK UNIFIED IDEOGRAPH
0x5D18:0x9BC5,	//CJK UNIFIED IDEOGRAPH
0x5D4C:0x9BC6,	//CJK UNIFIED IDEOGRAPH
0x5D52:0x9BC7,	//CJK UNIFIED IDEOGRAPH
0x5D4E:0x9BC8,	//CJK UNIFIED IDEOGRAPH
0x5D4B:0x9BC9,	//CJK UNIFIED IDEOGRAPH
0x5D6C:0x9BCA,	//CJK UNIFIED IDEOGRAPH
0x5D73:0x9BCB,	//CJK UNIFIED IDEOGRAPH
0x5D76:0x9BCC,	//CJK UNIFIED IDEOGRAPH
0x5D87:0x9BCD,	//CJK UNIFIED IDEOGRAPH
0x5D84:0x9BCE,	//CJK UNIFIED IDEOGRAPH
0x5D82:0x9BCF,	//CJK UNIFIED IDEOGRAPH
0x5DA2:0x9BD0,	//CJK UNIFIED IDEOGRAPH
0x5D9D:0x9BD1,	//CJK UNIFIED IDEOGRAPH
0x5DAC:0x9BD2,	//CJK UNIFIED IDEOGRAPH
0x5DAE:0x9BD3,	//CJK UNIFIED IDEOGRAPH
0x5DBD:0x9BD4,	//CJK UNIFIED IDEOGRAPH
0x5D90:0x9BD5,	//CJK UNIFIED IDEOGRAPH
0x5DB7:0x9BD6,	//CJK UNIFIED IDEOGRAPH
0x5DBC:0x9BD7,	//CJK UNIFIED IDEOGRAPH
0x5DC9:0x9BD8,	//CJK UNIFIED IDEOGRAPH
0x5DCD:0x9BD9,	//CJK UNIFIED IDEOGRAPH
0x5DD3:0x9BDA,	//CJK UNIFIED IDEOGRAPH
0x5DD2:0x9BDB,	//CJK UNIFIED IDEOGRAPH
0x5DD6:0x9BDC,	//CJK UNIFIED IDEOGRAPH
0x5DDB:0x9BDD,	//CJK UNIFIED IDEOGRAPH
0x5DEB:0x9BDE,	//CJK UNIFIED IDEOGRAPH
0x5DF2:0x9BDF,	//CJK UNIFIED IDEOGRAPH
0x5DF5:0x9BE0,	//CJK UNIFIED IDEOGRAPH
0x5E0B:0x9BE1,	//CJK UNIFIED IDEOGRAPH
0x5E1A:0x9BE2,	//CJK UNIFIED IDEOGRAPH
0x5E19:0x9BE3,	//CJK UNIFIED IDEOGRAPH
0x5E11:0x9BE4,	//CJK UNIFIED IDEOGRAPH
0x5E1B:0x9BE5,	//CJK UNIFIED IDEOGRAPH
0x5E36:0x9BE6,	//CJK UNIFIED IDEOGRAPH
0x5E37:0x9BE7,	//CJK UNIFIED IDEOGRAPH
0x5E44:0x9BE8,	//CJK UNIFIED IDEOGRAPH
0x5E43:0x9BE9,	//CJK UNIFIED IDEOGRAPH
0x5E40:0x9BEA,	//CJK UNIFIED IDEOGRAPH
0x5E4E:0x9BEB,	//CJK UNIFIED IDEOGRAPH
0x5E57:0x9BEC,	//CJK UNIFIED IDEOGRAPH
0x5E54:0x9BED,	//CJK UNIFIED IDEOGRAPH
0x5E5F:0x9BEE,	//CJK UNIFIED IDEOGRAPH
0x5E62:0x9BEF,	//CJK UNIFIED IDEOGRAPH
0x5E64:0x9BF0,	//CJK UNIFIED IDEOGRAPH
0x5E47:0x9BF1,	//CJK UNIFIED IDEOGRAPH
0x5E75:0x9BF2,	//CJK UNIFIED IDEOGRAPH
0x5E76:0x9BF3,	//CJK UNIFIED IDEOGRAPH
0x5E7A:0x9BF4,	//CJK UNIFIED IDEOGRAPH
0x9EBC:0x9BF5,	//CJK UNIFIED IDEOGRAPH
0x5E7F:0x9BF6,	//CJK UNIFIED IDEOGRAPH
0x5EA0:0x9BF7,	//CJK UNIFIED IDEOGRAPH
0x5EC1:0x9BF8,	//CJK UNIFIED IDEOGRAPH
0x5EC2:0x9BF9,	//CJK UNIFIED IDEOGRAPH
0x5EC8:0x9BFA,	//CJK UNIFIED IDEOGRAPH
0x5ED0:0x9BFB,	//CJK UNIFIED IDEOGRAPH
0x5ECF:0x9BFC,	//CJK UNIFIED IDEOGRAPH
0x5ED6:0x9C40,	//CJK UNIFIED IDEOGRAPH
0x5EE3:0x9C41,	//CJK UNIFIED IDEOGRAPH
0x5EDD:0x9C42,	//CJK UNIFIED IDEOGRAPH
0x5EDA:0x9C43,	//CJK UNIFIED IDEOGRAPH
0x5EDB:0x9C44,	//CJK UNIFIED IDEOGRAPH
0x5EE2:0x9C45,	//CJK UNIFIED IDEOGRAPH
0x5EE1:0x9C46,	//CJK UNIFIED IDEOGRAPH
0x5EE8:0x9C47,	//CJK UNIFIED IDEOGRAPH
0x5EE9:0x9C48,	//CJK UNIFIED IDEOGRAPH
0x5EEC:0x9C49,	//CJK UNIFIED IDEOGRAPH
0x5EF1:0x9C4A,	//CJK UNIFIED IDEOGRAPH
0x5EF3:0x9C4B,	//CJK UNIFIED IDEOGRAPH
0x5EF0:0x9C4C,	//CJK UNIFIED IDEOGRAPH
0x5EF4:0x9C4D,	//CJK UNIFIED IDEOGRAPH
0x5EF8:0x9C4E,	//CJK UNIFIED IDEOGRAPH
0x5EFE:0x9C4F,	//CJK UNIFIED IDEOGRAPH
0x5F03:0x9C50,	//CJK UNIFIED IDEOGRAPH
0x5F09:0x9C51,	//CJK UNIFIED IDEOGRAPH
0x5F5D:0x9C52,	//CJK UNIFIED IDEOGRAPH
0x5F5C:0x9C53,	//CJK UNIFIED IDEOGRAPH
0x5F0B:0x9C54,	//CJK UNIFIED IDEOGRAPH
0x5F11:0x9C55,	//CJK UNIFIED IDEOGRAPH
0x5F16:0x9C56,	//CJK UNIFIED IDEOGRAPH
0x5F29:0x9C57,	//CJK UNIFIED IDEOGRAPH
0x5F2D:0x9C58,	//CJK UNIFIED IDEOGRAPH
0x5F38:0x9C59,	//CJK UNIFIED IDEOGRAPH
0x5F41:0x9C5A,	//CJK UNIFIED IDEOGRAPH
0x5F48:0x9C5B,	//CJK UNIFIED IDEOGRAPH
0x5F4C:0x9C5C,	//CJK UNIFIED IDEOGRAPH
0x5F4E:0x9C5D,	//CJK UNIFIED IDEOGRAPH
0x5F2F:0x9C5E,	//CJK UNIFIED IDEOGRAPH
0x5F51:0x9C5F,	//CJK UNIFIED IDEOGRAPH
0x5F56:0x9C60,	//CJK UNIFIED IDEOGRAPH
0x5F57:0x9C61,	//CJK UNIFIED IDEOGRAPH
0x5F59:0x9C62,	//CJK UNIFIED IDEOGRAPH
0x5F61:0x9C63,	//CJK UNIFIED IDEOGRAPH
0x5F6D:0x9C64,	//CJK UNIFIED IDEOGRAPH
0x5F73:0x9C65,	//CJK UNIFIED IDEOGRAPH
0x5F77:0x9C66,	//CJK UNIFIED IDEOGRAPH
0x5F83:0x9C67,	//CJK UNIFIED IDEOGRAPH
0x5F82:0x9C68,	//CJK UNIFIED IDEOGRAPH
0x5F7F:0x9C69,	//CJK UNIFIED IDEOGRAPH
0x5F8A:0x9C6A,	//CJK UNIFIED IDEOGRAPH
0x5F88:0x9C6B,	//CJK UNIFIED IDEOGRAPH
0x5F91:0x9C6C,	//CJK UNIFIED IDEOGRAPH
0x5F87:0x9C6D,	//CJK UNIFIED IDEOGRAPH
0x5F9E:0x9C6E,	//CJK UNIFIED IDEOGRAPH
0x5F99:0x9C6F,	//CJK UNIFIED IDEOGRAPH
0x5F98:0x9C70,	//CJK UNIFIED IDEOGRAPH
0x5FA0:0x9C71,	//CJK UNIFIED IDEOGRAPH
0x5FA8:0x9C72,	//CJK UNIFIED IDEOGRAPH
0x5FAD:0x9C73,	//CJK UNIFIED IDEOGRAPH
0x5FBC:0x9C74,	//CJK UNIFIED IDEOGRAPH
0x5FD6:0x9C75,	//CJK UNIFIED IDEOGRAPH
0x5FFB:0x9C76,	//CJK UNIFIED IDEOGRAPH
0x5FE4:0x9C77,	//CJK UNIFIED IDEOGRAPH
0x5FF8:0x9C78,	//CJK UNIFIED IDEOGRAPH
0x5FF1:0x9C79,	//CJK UNIFIED IDEOGRAPH
0x5FDD:0x9C7A,	//CJK UNIFIED IDEOGRAPH
0x60B3:0x9C7B,	//CJK UNIFIED IDEOGRAPH
0x5FFF:0x9C7C,	//CJK UNIFIED IDEOGRAPH
0x6021:0x9C7D,	//CJK UNIFIED IDEOGRAPH
0x6060:0x9C7E,	//CJK UNIFIED IDEOGRAPH
0x6019:0x9C80,	//CJK UNIFIED IDEOGRAPH
0x6010:0x9C81,	//CJK UNIFIED IDEOGRAPH
0x6029:0x9C82,	//CJK UNIFIED IDEOGRAPH
0x600E:0x9C83,	//CJK UNIFIED IDEOGRAPH
0x6031:0x9C84,	//CJK UNIFIED IDEOGRAPH
0x601B:0x9C85,	//CJK UNIFIED IDEOGRAPH
0x6015:0x9C86,	//CJK UNIFIED IDEOGRAPH
0x602B:0x9C87,	//CJK UNIFIED IDEOGRAPH
0x6026:0x9C88,	//CJK UNIFIED IDEOGRAPH
0x600F:0x9C89,	//CJK UNIFIED IDEOGRAPH
0x603A:0x9C8A,	//CJK UNIFIED IDEOGRAPH
0x605A:0x9C8B,	//CJK UNIFIED IDEOGRAPH
0x6041:0x9C8C,	//CJK UNIFIED IDEOGRAPH
0x606A:0x9C8D,	//CJK UNIFIED IDEOGRAPH
0x6077:0x9C8E,	//CJK UNIFIED IDEOGRAPH
0x605F:0x9C8F,	//CJK UNIFIED IDEOGRAPH
0x604A:0x9C90,	//CJK UNIFIED IDEOGRAPH
0x6046:0x9C91,	//CJK UNIFIED IDEOGRAPH
0x604D:0x9C92,	//CJK UNIFIED IDEOGRAPH
0x6063:0x9C93,	//CJK UNIFIED IDEOGRAPH
0x6043:0x9C94,	//CJK UNIFIED IDEOGRAPH
0x6064:0x9C95,	//CJK UNIFIED IDEOGRAPH
0x6042:0x9C96,	//CJK UNIFIED IDEOGRAPH
0x606C:0x9C97,	//CJK UNIFIED IDEOGRAPH
0x606B:0x9C98,	//CJK UNIFIED IDEOGRAPH
0x6059:0x9C99,	//CJK UNIFIED IDEOGRAPH
0x6081:0x9C9A,	//CJK UNIFIED IDEOGRAPH
0x608D:0x9C9B,	//CJK UNIFIED IDEOGRAPH
0x60E7:0x9C9C,	//CJK UNIFIED IDEOGRAPH
0x6083:0x9C9D,	//CJK UNIFIED IDEOGRAPH
0x609A:0x9C9E,	//CJK UNIFIED IDEOGRAPH
0x6084:0x9C9F,	//CJK UNIFIED IDEOGRAPH
0x609B:0x9CA0,	//CJK UNIFIED IDEOGRAPH
0x6096:0x9CA1,	//CJK UNIFIED IDEOGRAPH
0x6097:0x9CA2,	//CJK UNIFIED IDEOGRAPH
0x6092:0x9CA3,	//CJK UNIFIED IDEOGRAPH
0x60A7:0x9CA4,	//CJK UNIFIED IDEOGRAPH
0x608B:0x9CA5,	//CJK UNIFIED IDEOGRAPH
0x60E1:0x9CA6,	//CJK UNIFIED IDEOGRAPH
0x60B8:0x9CA7,	//CJK UNIFIED IDEOGRAPH
0x60E0:0x9CA8,	//CJK UNIFIED IDEOGRAPH
0x60D3:0x9CA9,	//CJK UNIFIED IDEOGRAPH
0x60B4:0x9CAA,	//CJK UNIFIED IDEOGRAPH
0x5FF0:0x9CAB,	//CJK UNIFIED IDEOGRAPH
0x60BD:0x9CAC,	//CJK UNIFIED IDEOGRAPH
0x60C6:0x9CAD,	//CJK UNIFIED IDEOGRAPH
0x60B5:0x9CAE,	//CJK UNIFIED IDEOGRAPH
0x60D8:0x9CAF,	//CJK UNIFIED IDEOGRAPH
0x614D:0x9CB0,	//CJK UNIFIED IDEOGRAPH
0x6115:0x9CB1,	//CJK UNIFIED IDEOGRAPH
0x6106:0x9CB2,	//CJK UNIFIED IDEOGRAPH
0x60F6:0x9CB3,	//CJK UNIFIED IDEOGRAPH
0x60F7:0x9CB4,	//CJK UNIFIED IDEOGRAPH
0x6100:0x9CB5,	//CJK UNIFIED IDEOGRAPH
0x60F4:0x9CB6,	//CJK UNIFIED IDEOGRAPH
0x60FA:0x9CB7,	//CJK UNIFIED IDEOGRAPH
0x6103:0x9CB8,	//CJK UNIFIED IDEOGRAPH
0x6121:0x9CB9,	//CJK UNIFIED IDEOGRAPH
0x60FB:0x9CBA,	//CJK UNIFIED IDEOGRAPH
0x60F1:0x9CBB,	//CJK UNIFIED IDEOGRAPH
0x610D:0x9CBC,	//CJK UNIFIED IDEOGRAPH
0x610E:0x9CBD,	//CJK UNIFIED IDEOGRAPH
0x6147:0x9CBE,	//CJK UNIFIED IDEOGRAPH
0x613E:0x9CBF,	//CJK UNIFIED IDEOGRAPH
0x6128:0x9CC0,	//CJK UNIFIED IDEOGRAPH
0x6127:0x9CC1,	//CJK UNIFIED IDEOGRAPH
0x614A:0x9CC2,	//CJK UNIFIED IDEOGRAPH
0x613F:0x9CC3,	//CJK UNIFIED IDEOGRAPH
0x613C:0x9CC4,	//CJK UNIFIED IDEOGRAPH
0x612C:0x9CC5,	//CJK UNIFIED IDEOGRAPH
0x6134:0x9CC6,	//CJK UNIFIED IDEOGRAPH
0x613D:0x9CC7,	//CJK UNIFIED IDEOGRAPH
0x6142:0x9CC8,	//CJK UNIFIED IDEOGRAPH
0x6144:0x9CC9,	//CJK UNIFIED IDEOGRAPH
0x6173:0x9CCA,	//CJK UNIFIED IDEOGRAPH
0x6177:0x9CCB,	//CJK UNIFIED IDEOGRAPH
0x6158:0x9CCC,	//CJK UNIFIED IDEOGRAPH
0x6159:0x9CCD,	//CJK UNIFIED IDEOGRAPH
0x615A:0x9CCE,	//CJK UNIFIED IDEOGRAPH
0x616B:0x9CCF,	//CJK UNIFIED IDEOGRAPH
0x6174:0x9CD0,	//CJK UNIFIED IDEOGRAPH
0x616F:0x9CD1,	//CJK UNIFIED IDEOGRAPH
0x6165:0x9CD2,	//CJK UNIFIED IDEOGRAPH
0x6171:0x9CD3,	//CJK UNIFIED IDEOGRAPH
0x615F:0x9CD4,	//CJK UNIFIED IDEOGRAPH
0x615D:0x9CD5,	//CJK UNIFIED IDEOGRAPH
0x6153:0x9CD6,	//CJK UNIFIED IDEOGRAPH
0x6175:0x9CD7,	//CJK UNIFIED IDEOGRAPH
0x6199:0x9CD8,	//CJK UNIFIED IDEOGRAPH
0x6196:0x9CD9,	//CJK UNIFIED IDEOGRAPH
0x6187:0x9CDA,	//CJK UNIFIED IDEOGRAPH
0x61AC:0x9CDB,	//CJK UNIFIED IDEOGRAPH
0x6194:0x9CDC,	//CJK UNIFIED IDEOGRAPH
0x619A:0x9CDD,	//CJK UNIFIED IDEOGRAPH
0x618A:0x9CDE,	//CJK UNIFIED IDEOGRAPH
0x6191:0x9CDF,	//CJK UNIFIED IDEOGRAPH
0x61AB:0x9CE0,	//CJK UNIFIED IDEOGRAPH
0x61AE:0x9CE1,	//CJK UNIFIED IDEOGRAPH
0x61CC:0x9CE2,	//CJK UNIFIED IDEOGRAPH
0x61CA:0x9CE3,	//CJK UNIFIED IDEOGRAPH
0x61C9:0x9CE4,	//CJK UNIFIED IDEOGRAPH
0x61F7:0x9CE5,	//CJK UNIFIED IDEOGRAPH
0x61C8:0x9CE6,	//CJK UNIFIED IDEOGRAPH
0x61C3:0x9CE7,	//CJK UNIFIED IDEOGRAPH
0x61C6:0x9CE8,	//CJK UNIFIED IDEOGRAPH
0x61BA:0x9CE9,	//CJK UNIFIED IDEOGRAPH
0x61CB:0x9CEA,	//CJK UNIFIED IDEOGRAPH
0x7F79:0x9CEB,	//CJK UNIFIED IDEOGRAPH
0x61CD:0x9CEC,	//CJK UNIFIED IDEOGRAPH
0x61E6:0x9CED,	//CJK UNIFIED IDEOGRAPH
0x61E3:0x9CEE,	//CJK UNIFIED IDEOGRAPH
0x61F6:0x9CEF,	//CJK UNIFIED IDEOGRAPH
0x61FA:0x9CF0,	//CJK UNIFIED IDEOGRAPH
0x61F4:0x9CF1,	//CJK UNIFIED IDEOGRAPH
0x61FF:0x9CF2,	//CJK UNIFIED IDEOGRAPH
0x61FD:0x9CF3,	//CJK UNIFIED IDEOGRAPH
0x61FC:0x9CF4,	//CJK UNIFIED IDEOGRAPH
0x61FE:0x9CF5,	//CJK UNIFIED IDEOGRAPH
0x6200:0x9CF6,	//CJK UNIFIED IDEOGRAPH
0x6208:0x9CF7,	//CJK UNIFIED IDEOGRAPH
0x6209:0x9CF8,	//CJK UNIFIED IDEOGRAPH
0x620D:0x9CF9,	//CJK UNIFIED IDEOGRAPH
0x620C:0x9CFA,	//CJK UNIFIED IDEOGRAPH
0x6214:0x9CFB,	//CJK UNIFIED IDEOGRAPH
0x621B:0x9CFC,	//CJK UNIFIED IDEOGRAPH
0x621E:0x9D40,	//CJK UNIFIED IDEOGRAPH
0x6221:0x9D41,	//CJK UNIFIED IDEOGRAPH
0x622A:0x9D42,	//CJK UNIFIED IDEOGRAPH
0x622E:0x9D43,	//CJK UNIFIED IDEOGRAPH
0x6230:0x9D44,	//CJK UNIFIED IDEOGRAPH
0x6232:0x9D45,	//CJK UNIFIED IDEOGRAPH
0x6233:0x9D46,	//CJK UNIFIED IDEOGRAPH
0x6241:0x9D47,	//CJK UNIFIED IDEOGRAPH
0x624E:0x9D48,	//CJK UNIFIED IDEOGRAPH
0x625E:0x9D49,	//CJK UNIFIED IDEOGRAPH
0x6263:0x9D4A,	//CJK UNIFIED IDEOGRAPH
0x625B:0x9D4B,	//CJK UNIFIED IDEOGRAPH
0x6260:0x9D4C,	//CJK UNIFIED IDEOGRAPH
0x6268:0x9D4D,	//CJK UNIFIED IDEOGRAPH
0x627C:0x9D4E,	//CJK UNIFIED IDEOGRAPH
0x6282:0x9D4F,	//CJK UNIFIED IDEOGRAPH
0x6289:0x9D50,	//CJK UNIFIED IDEOGRAPH
0x627E:0x9D51,	//CJK UNIFIED IDEOGRAPH
0x6292:0x9D52,	//CJK UNIFIED IDEOGRAPH
0x6293:0x9D53,	//CJK UNIFIED IDEOGRAPH
0x6296:0x9D54,	//CJK UNIFIED IDEOGRAPH
0x62D4:0x9D55,	//CJK UNIFIED IDEOGRAPH
0x6283:0x9D56,	//CJK UNIFIED IDEOGRAPH
0x6294:0x9D57,	//CJK UNIFIED IDEOGRAPH
0x62D7:0x9D58,	//CJK UNIFIED IDEOGRAPH
0x62D1:0x9D59,	//CJK UNIFIED IDEOGRAPH
0x62BB:0x9D5A,	//CJK UNIFIED IDEOGRAPH
0x62CF:0x9D5B,	//CJK UNIFIED IDEOGRAPH
0x62FF:0x9D5C,	//CJK UNIFIED IDEOGRAPH
0x62C6:0x9D5D,	//CJK UNIFIED IDEOGRAPH
0x64D4:0x9D5E,	//CJK UNIFIED IDEOGRAPH
0x62C8:0x9D5F,	//CJK UNIFIED IDEOGRAPH
0x62DC:0x9D60,	//CJK UNIFIED IDEOGRAPH
0x62CC:0x9D61,	//CJK UNIFIED IDEOGRAPH
0x62CA:0x9D62,	//CJK UNIFIED IDEOGRAPH
0x62C2:0x9D63,	//CJK UNIFIED IDEOGRAPH
0x62C7:0x9D64,	//CJK UNIFIED IDEOGRAPH
0x629B:0x9D65,	//CJK UNIFIED IDEOGRAPH
0x62C9:0x9D66,	//CJK UNIFIED IDEOGRAPH
0x630C:0x9D67,	//CJK UNIFIED IDEOGRAPH
0x62EE:0x9D68,	//CJK UNIFIED IDEOGRAPH
0x62F1:0x9D69,	//CJK UNIFIED IDEOGRAPH
0x6327:0x9D6A,	//CJK UNIFIED IDEOGRAPH
0x6302:0x9D6B,	//CJK UNIFIED IDEOGRAPH
0x6308:0x9D6C,	//CJK UNIFIED IDEOGRAPH
0x62EF:0x9D6D,	//CJK UNIFIED IDEOGRAPH
0x62F5:0x9D6E,	//CJK UNIFIED IDEOGRAPH
0x6350:0x9D6F,	//CJK UNIFIED IDEOGRAPH
0x633E:0x9D70,	//CJK UNIFIED IDEOGRAPH
0x634D:0x9D71,	//CJK UNIFIED IDEOGRAPH
0x641C:0x9D72,	//CJK UNIFIED IDEOGRAPH
0x634F:0x9D73,	//CJK UNIFIED IDEOGRAPH
0x6396:0x9D74,	//CJK UNIFIED IDEOGRAPH
0x638E:0x9D75,	//CJK UNIFIED IDEOGRAPH
0x6380:0x9D76,	//CJK UNIFIED IDEOGRAPH
0x63AB:0x9D77,	//CJK UNIFIED IDEOGRAPH
0x6376:0x9D78,	//CJK UNIFIED IDEOGRAPH
0x63A3:0x9D79,	//CJK UNIFIED IDEOGRAPH
0x638F:0x9D7A,	//CJK UNIFIED IDEOGRAPH
0x6389:0x9D7B,	//CJK UNIFIED IDEOGRAPH
0x639F:0x9D7C,	//CJK UNIFIED IDEOGRAPH
0x63B5:0x9D7D,	//CJK UNIFIED IDEOGRAPH
0x636B:0x9D7E,	//CJK UNIFIED IDEOGRAPH
0x6369:0x9D80,	//CJK UNIFIED IDEOGRAPH
0x63BE:0x9D81,	//CJK UNIFIED IDEOGRAPH
0x63E9:0x9D82,	//CJK UNIFIED IDEOGRAPH
0x63C0:0x9D83,	//CJK UNIFIED IDEOGRAPH
0x63C6:0x9D84,	//CJK UNIFIED IDEOGRAPH
0x63E3:0x9D85,	//CJK UNIFIED IDEOGRAPH
0x63C9:0x9D86,	//CJK UNIFIED IDEOGRAPH
0x63D2:0x9D87,	//CJK UNIFIED IDEOGRAPH
0x63F6:0x9D88,	//CJK UNIFIED IDEOGRAPH
0x63C4:0x9D89,	//CJK UNIFIED IDEOGRAPH
0x6416:0x9D8A,	//CJK UNIFIED IDEOGRAPH
0x6434:0x9D8B,	//CJK UNIFIED IDEOGRAPH
0x6406:0x9D8C,	//CJK UNIFIED IDEOGRAPH
0x6413:0x9D8D,	//CJK UNIFIED IDEOGRAPH
0x6426:0x9D8E,	//CJK UNIFIED IDEOGRAPH
0x6436:0x9D8F,	//CJK UNIFIED IDEOGRAPH
0x651D:0x9D90,	//CJK UNIFIED IDEOGRAPH
0x6417:0x9D91,	//CJK UNIFIED IDEOGRAPH
0x6428:0x9D92,	//CJK UNIFIED IDEOGRAPH
0x640F:0x9D93,	//CJK UNIFIED IDEOGRAPH
0x6467:0x9D94,	//CJK UNIFIED IDEOGRAPH
0x646F:0x9D95,	//CJK UNIFIED IDEOGRAPH
0x6476:0x9D96,	//CJK UNIFIED IDEOGRAPH
0x644E:0x9D97,	//CJK UNIFIED IDEOGRAPH
0x652A:0x9D98,	//CJK UNIFIED IDEOGRAPH
0x6495:0x9D99,	//CJK UNIFIED IDEOGRAPH
0x6493:0x9D9A,	//CJK UNIFIED IDEOGRAPH
0x64A5:0x9D9B,	//CJK UNIFIED IDEOGRAPH
0x64A9:0x9D9C,	//CJK UNIFIED IDEOGRAPH
0x6488:0x9D9D,	//CJK UNIFIED IDEOGRAPH
0x64BC:0x9D9E,	//CJK UNIFIED IDEOGRAPH
0x64DA:0x9D9F,	//CJK UNIFIED IDEOGRAPH
0x64D2:0x9DA0,	//CJK UNIFIED IDEOGRAPH
0x64C5:0x9DA1,	//CJK UNIFIED IDEOGRAPH
0x64C7:0x9DA2,	//CJK UNIFIED IDEOGRAPH
0x64BB:0x9DA3,	//CJK UNIFIED IDEOGRAPH
0x64D8:0x9DA4,	//CJK UNIFIED IDEOGRAPH
0x64C2:0x9DA5,	//CJK UNIFIED IDEOGRAPH
0x64F1:0x9DA6,	//CJK UNIFIED IDEOGRAPH
0x64E7:0x9DA7,	//CJK UNIFIED IDEOGRAPH
0x8209:0x9DA8,	//CJK UNIFIED IDEOGRAPH
0x64E0:0x9DA9,	//CJK UNIFIED IDEOGRAPH
0x64E1:0x9DAA,	//CJK UNIFIED IDEOGRAPH
0x62AC:0x9DAB,	//CJK UNIFIED IDEOGRAPH
0x64E3:0x9DAC,	//CJK UNIFIED IDEOGRAPH
0x64EF:0x9DAD,	//CJK UNIFIED IDEOGRAPH
0x652C:0x9DAE,	//CJK UNIFIED IDEOGRAPH
0x64F6:0x9DAF,	//CJK UNIFIED IDEOGRAPH
0x64F4:0x9DB0,	//CJK UNIFIED IDEOGRAPH
0x64F2:0x9DB1,	//CJK UNIFIED IDEOGRAPH
0x64FA:0x9DB2,	//CJK UNIFIED IDEOGRAPH
0x6500:0x9DB3,	//CJK UNIFIED IDEOGRAPH
0x64FD:0x9DB4,	//CJK UNIFIED IDEOGRAPH
0x6518:0x9DB5,	//CJK UNIFIED IDEOGRAPH
0x651C:0x9DB6,	//CJK UNIFIED IDEOGRAPH
0x6505:0x9DB7,	//CJK UNIFIED IDEOGRAPH
0x6524:0x9DB8,	//CJK UNIFIED IDEOGRAPH
0x6523:0x9DB9,	//CJK UNIFIED IDEOGRAPH
0x652B:0x9DBA,	//CJK UNIFIED IDEOGRAPH
0x6534:0x9DBB,	//CJK UNIFIED IDEOGRAPH
0x6535:0x9DBC,	//CJK UNIFIED IDEOGRAPH
0x6537:0x9DBD,	//CJK UNIFIED IDEOGRAPH
